1500.00000000,-0.46210505,
1500.01000000,-0.46609947,
1500.02000000,-0.47235239,
1500.03000000,-0.48030586,
1500.04000000,-0.49021612,
1500.05000000,-0.50143242,
1500.06000000,-0.51555937,
1500.07000000,-0.53112590,
1500.08000000,-0.54629414,
1500.09000000,-0.56446346,
1500.10000000,-0.58232276,
1500.11000000,-0.60566948,
1500.12000000,-0.62639501,
1500.13000000,-0.64914655,
1500.14000000,-0.67208497,
1500.15000000,-0.69931369,
1500.16000000,-0.72495902,
1500.17000000,-0.75079262,
1500.18000000,-0.77804414,
1500.19000000,-0.80876672,
1500.20000000,-0.84200059,
1500.21000000,-0.86827759,
1500.22000000,-0.89985742,
1500.23000000,-0.93567493,
1500.24000000,-0.96600293,
1500.25000000,-0.99670778,
1500.26000000,-1.02747975,
1500.27000000,-1.06074124,
1500.28000000,-1.09275276,
1500.29000000,-1.12698041,
1500.30000000,-1.15809999,
1500.31000000,-1.19293000,
1500.32000000,-1.22840211,
1500.33000000,-1.25867907,
1500.34000000,-1.29067442,
1500.35000000,-1.32606237,
1500.36000000,-1.35756394,
1500.37000000,-1.39274210,
1500.38000000,-1.42652840,
1500.39000000,-1.45209776,
1500.40000000,-1.48183368,
1500.41000000,-1.51361214,
1500.42000000,-1.54265870,
1500.43000000,-1.57300874,
1500.44000000,-1.59943477,
1500.45000000,-1.63003979,
1500.46000000,-1.65569065,
1500.47000000,-1.68163578,
1500.48000000,-1.70480721,
1500.49000000,-1.72772205,
1500.50000000,-1.75391342,
1500.51000000,-1.77208265,
1500.52000000,-1.79589999,
1500.53000000,-1.81589994,
1500.54000000,-1.83480708,
1500.55000000,-1.85288597,
1500.56000000,-1.87216097,
1500.57000000,-1.88647352,
1500.58000000,-1.90073746,
1500.59000000,-1.91689360,
1500.60000000,-1.92916687,
1500.61000000,-1.93892903,
1500.62000000,-1.94775589,
1500.63000000,-1.95769282,
1500.64000000,-1.96696368,
1500.65000000,-1.97216887,
1500.66000000,-1.97826865,
1500.67000000,-1.98443448,
1500.68000000,-1.98746150,
1500.69000000,-1.98944005,
1500.70000000,-1.99130889,
1500.71000000,-1.99083142,
1500.72000000,-1.98865115,
1500.73000000,-1.98647727,
1500.74000000,-1.98150385,
1500.75000000,-1.97783134,
1500.76000000,-1.96994263,
1500.77000000,-1.96262974,
1500.78000000,-1.95625977,
1500.79000000,-1.94418757,
1500.80000000,-1.93291650,
1500.81000000,-1.92056071,
1500.82000000,-1.90706763,
1500.83000000,-1.89444904,
1500.84000000,-1.87709130,
1500.85000000,-1.86348562,
1500.86000000,-1.84467532,
1500.87000000,-1.82574429,
1500.88000000,-1.80496704,
1500.89000000,-1.78407239,
1500.90000000,-1.76085480,
1500.91000000,-1.73861968,
1500.92000000,-1.71449803,
1500.93000000,-1.69290881,
